orbit_sizes,"[1, 2, 2, 2, 2, 4, 4, 4, 4]"
d_min_structural,1
d_min_meaningful,2
d_min_empirical,2
violations_by_orbit,"{0: 1, 1: 3, 2: 3, 3: 3, 4: 1, 5: 1, 6: 3, 7: 1, 8: 0}"
sample_dist_mean,18.747
sample_dist_std,3.900127049212628
sample_dist_min,2
sample_dist_max,25
